company_id,company_name,period,profitability_score,growth_score,cashflow_score,leverage_score,efficiency_score,overall_score,rating,remarks
INDIGO,,Mar 2014,100.0,,,60.0,,86.67,Strong,Strong profitability with excellent margins and returns on capital; Manageable debt levels with adequate interest coverage
INDIGO,,Mar 2015,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
INDIGO,,Mar 2016,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
INDIGO,,Mar 2017,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
INDIGO,,Mar 2018,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
INDIGO,,Mar 2019,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
INDIGO,,Mar 2020,0.0,,,85.0,,28.33,Distressed,Poor profitability with significant losses and negative returns; Low leverage with strong debt servicing capacity and conservative capital structure
INDIGO,,Mar 2021,0.0,,,85.0,,28.33,Distressed,Poor profitability with significant losses and negative returns; Low leverage with strong debt servicing capacity and conservative capital structure
INDIGO,,Mar 2022,1.23,,,85.0,,29.15,Distressed,Poor profitability with significant losses and negative returns; Low leverage with strong debt servicing capacity and conservative capital structure
INDIGO,,Mar 2023,9.2,,,85.0,,34.47,Weak,Poor profitability with significant losses and negative returns; Low leverage with strong debt servicing capacity and conservative capital structure
INDIGO,,Mar 2024,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
INDUSINDBK,,Mar 2013,63.91,,,50.0,,59.27,Moderate,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
INDUSINDBK,,Mar 2014,65.57,,,50.0,,60.38,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
INDUSINDBK,,Mar 2015,66.85,,,50.0,,61.23,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
INDUSINDBK,,Mar 2016,62.92,,,50.0,,58.61,Moderate,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
INDUSINDBK,,Mar 2017,63.89,,,50.0,,59.26,Moderate,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
INDUSINDBK,,Mar 2018,65.13,,,50.0,,60.09,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
INDUSINDBK,,Mar 2019,62.37,,,50.0,,58.25,Moderate,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
INDUSINDBK,,Mar 2020,62.73,,,50.0,,58.49,Moderate,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
INDUSINDBK,,Mar 2021,56.54,,,50.0,,54.36,Moderate,Moderate profitability with average margin profile; High leverage risk with elevated debt burden and reduced financial flexibility
INDUSINDBK,,Mar 2022,59.67,,,50.0,,56.45,Moderate,Moderate profitability with average margin profile; High leverage risk with elevated debt burden and reduced financial flexibility
INDUSINDBK,,Mar 2023,63.53,,,50.0,,59.02,Moderate,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
INDUSINDBK,,Mar 2024,64.25,,,50.0,,59.5,Moderate,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
INFY,,Mar 2013,74.82,,,90.0,,79.88,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
INFY,,Mar 2014,73.93,,,90.0,,79.29,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
INFY,,Mar 2015,74.39,,,90.0,,79.59,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
INFY,,Mar 2016,71.85,,,90.0,,77.9,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
INFY,,Mar 2017,70.81,,,90.0,,77.21,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
INFY,,Mar 2018,74.69,,,90.0,,79.79,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
INFY,,Mar 2019,73.73,,,90.0,,79.15,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
INFY,,Mar 2020,75.42,,,85.0,,78.61,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
INFY,,Mar 2021,75.44,,,85.0,,78.63,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
INFY,,Mar 2022,79.39,,,85.0,,81.26,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
INFY,,Mar 2023,81.97,,,85.0,,82.98,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
INFY,,Mar 2024,79.79,,,85.0,,81.53,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
IOC,,Mar 2013,55.75,,,70.0,,60.5,Healthy,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
IOC,,Mar 2014,60.26,,,70.0,,63.51,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
IOC,,Mar 2015,57.08,,,85.0,,66.39,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
IOC,,Mar 2016,63.8,,,85.0,,70.87,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
IOC,,Mar 2017,69.97,,,85.0,,74.98,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
IOC,,Mar 2018,69.87,,,85.0,,74.91,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
IOC,,Mar 2019,65.36,,,85.0,,71.91,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
IOC,,Mar 2020,48.03,,,70.0,,55.35,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
IOC,,Mar 2021,69.46,,,70.0,,69.64,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
IOC,,Mar 2022,69.27,,,85.0,,74.51,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
IOC,,Mar 2023,58.38,,,70.0,,62.25,Healthy,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
IOC,,Mar 2024,73.53,,,85.0,,77.35,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
IRCTC,,Mar 2015,79.5,,,90.0,,83.0,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
IRCTC,,Mar 2016,84.87,,,90.0,,86.58,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
IRCTC,,Mar 2017,79.1,,,90.0,,82.73,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
IRCTC,,Mar 2018,73.14,,,90.0,,78.76,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
IRCTC,,Mar 2019,78.85,,,90.0,,82.57,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
IRCTC,,Mar 2020,89.04,,,90.0,,89.36,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
IRCTC,,Mar 2021,62.84,,,85.0,,70.23,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
IRCTC,,Mar 2022,85.29,,,85.0,,85.19,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
IRCTC,,Mar 2023,90.6,,,85.0,,88.73,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
IRCTC,,Mar 2024,84.4,,,85.0,,84.6,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
IRFC,,Mar 2016,57.37,,,50.0,,54.91,Moderate,Moderate profitability with average margin profile; High leverage risk with elevated debt burden and reduced financial flexibility
IRFC,,Mar 2017,57.78,,,50.0,,55.19,Moderate,Moderate profitability with average margin profile; High leverage risk with elevated debt burden and reduced financial flexibility
IRFC,,Mar 2018,64.75,,,50.0,,59.83,Moderate,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
IRFC,,Mar 2019,59.01,,,50.0,,56.01,Moderate,Moderate profitability with average margin profile; High leverage risk with elevated debt burden and reduced financial flexibility
IRFC,,Mar 2020,60.54,,,50.0,,57.03,Moderate,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
IRFC,,Mar 2021,62.3,,,50.0,,58.2,Moderate,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
IRFC,,Mar 2022,64.85,,,50.0,,59.9,Moderate,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
IRFC,,Mar 2023,63.8,,,50.0,,59.2,Moderate,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
IRFC,,Mar 2024,63.04,,,50.0,,58.69,Moderate,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
ITC,,Mar 2013,83.27,,,85.0,,83.85,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
ITC,,Mar 2014,83.05,,,85.0,,83.7,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
ITC,,Mar 2015,80.81,,,85.0,,82.21,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
ITC,,Mar 2016,72.26,,,85.0,,76.51,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ITC,,Mar 2017,72.57,,,85.0,,76.71,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ITC,,Mar 2018,71.89,,,85.0,,76.26,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ITC,,Mar 2019,71.7,,,85.0,,76.13,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ITC,,Mar 2020,73.89,,,85.0,,77.59,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ITC,,Mar 2021,72.18,,,85.0,,76.45,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ITC,,Mar 2022,74.82,,,85.0,,78.21,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ITC,,Mar 2023,78.16,,,85.0,,80.44,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
ITC,,Mar 2024,77.85,,,85.0,,80.23,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
JINDALSTEL,,Mar 2013,63.89,,,70.0,,65.93,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
JINDALSTEL,,Mar 2014,58.39,,,70.0,,62.26,Healthy,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
JINDALSTEL,,Mar 2015,43.1,,,60.0,,48.73,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
JINDALSTEL,,Mar 2016,40.48,,,70.0,,50.32,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
JINDALSTEL,,Mar 2017,41.55,,,70.0,,51.03,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
JINDALSTEL,,Mar 2018,44.68,,,70.0,,53.12,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
JINDALSTEL,,Mar 2019,42.48,,,70.0,,51.65,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
JINDALSTEL,,Mar 2020,48.76,,,70.0,,55.84,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
JINDALSTEL,,Mar 2021,63.41,,,85.0,,70.61,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
JINDALSTEL,,Mar 2022,68.99,,,85.0,,74.33,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
JINDALSTEL,,Mar 2023,60.27,,,85.0,,68.51,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
JINDALSTEL,,Mar 2024,63.41,,,85.0,,70.61,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
JIOFIN,,Mar 2023,50.03,,,85.0,,61.69,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
JIOFIN,,Mar 2024,51.15,,,90.0,,64.1,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
JSWENERGY,,Mar 2013,64.52,,,70.0,,66.35,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
JSWENERGY,,Mar 2014,61.57,,,70.0,,64.38,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
JSWENERGY,,Mar 2015,68.06,,,70.0,,68.71,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
JSWENERGY,,Mar 2016,65.05,,,70.0,,66.7,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
JSWENERGY,,Mar 2017,56.01,,,70.0,,60.67,Healthy,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
JSWENERGY,,Mar 2018,50.77,,,70.0,,57.18,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
JSWENERGY,,Mar 2019,55.79,,,85.0,,65.53,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
JSWENERGY,,Mar 2020,59.28,,,85.0,,67.85,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
JSWENERGY,,Mar 2021,55.67,,,85.0,,65.45,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
JSWENERGY,,Mar 2022,60.01,,,85.0,,68.34,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
JSWENERGY,,Mar 2023,57.94,,,70.0,,61.96,Healthy,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
JSWENERGY,,Mar 2024,58.28,,,70.0,,62.19,Healthy,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
JSWSTEEL,,Mar 2013,55.44,,,70.0,,60.29,Healthy,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
JSWSTEEL,,Mar 2014,51.9,,,70.0,,57.93,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
JSWSTEEL,,Mar 2015,57.73,,,70.0,,61.82,Healthy,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
JSWSTEEL,,Mar 2016,47.46,,,60.0,,51.64,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
JSWSTEEL,,Mar 2017,65.31,,,70.0,,66.87,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
JSWSTEEL,,Mar 2018,71.83,,,70.0,,71.22,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
JSWSTEEL,,Mar 2019,71.62,,,70.0,,71.08,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
JSWSTEEL,,Mar 2020,60.71,,,70.0,,63.81,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
JSWSTEEL,,Mar 2021,66.84,,,70.0,,67.89,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
JSWSTEEL,,Mar 2022,81.11,,,70.0,,77.41,Strong,Strong profitability with excellent margins and returns on capital; Manageable debt levels with adequate interest coverage
JSWSTEEL,,Mar 2023,56.3,,,70.0,,60.87,Healthy,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
JSWSTEEL,,Mar 2024,61.55,,,70.0,,64.37,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
KOTAKBANK,,Mar 2013,64.66,,,50.0,,59.77,Moderate,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
KOTAKBANK,,Mar 2014,63.24,,,60.0,,62.16,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
KOTAKBANK,,Mar 2015,64.01,,,60.0,,62.67,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
KOTAKBANK,,Mar 2016,60.56,,,50.0,,57.04,Moderate,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
KOTAKBANK,,Mar 2017,63.04,,,50.0,,58.69,Moderate,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
KOTAKBANK,,Mar 2018,62.4,,,60.0,,61.6,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
KOTAKBANK,,Mar 2019,62.47,,,50.0,,58.31,Moderate,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
KOTAKBANK,,Mar 2020,62.9,,,60.0,,61.93,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
KOTAKBANK,,Mar 2021,61.85,,,60.0,,61.23,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
KOTAKBANK,,Mar 2022,62.51,,,60.0,,61.67,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
KOTAKBANK,,Mar 2023,63.35,,,60.0,,62.23,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
KOTAKBANK,,Mar 2024,64.01,,,60.0,,62.67,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
LICI,,Mar 2019,100.0,,,50.0,,83.33,Strong,Strong profitability with excellent margins and returns on capital; High leverage risk with elevated debt burden and reduced financial flexibility
LICI,,Mar 2020,100.0,,,50.0,,83.33,Strong,Strong profitability with excellent margins and returns on capital; High leverage risk with elevated debt burden and reduced financial flexibility
LICI,,Mar 2021,93.2,,,85.0,,90.47,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
LICI,,Mar 2022,86.38,,,85.0,,85.92,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
LICI,,Mar 2023,100.0,,,90.0,,96.67,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
LICI,,Mar 2024,99.45,,,90.0,,96.3,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
LODHA,,Mar 2016,67.69,,,60.0,,65.13,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
LODHA,,Mar 2017,64.48,,,60.0,,62.99,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
LODHA,,Mar 2018,65.41,,,60.0,,63.61,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
LODHA,,Mar 2019,92.8,,,50.0,,78.53,Strong,Strong profitability with excellent margins and returns on capital; High leverage risk with elevated debt burden and reduced financial flexibility
LODHA,,Mar 2020,66.3,,,60.0,,64.2,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
LODHA,,Mar 2021,51.04,,,60.0,,54.03,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
LODHA,,Mar 2022,59.98,,,85.0,,68.32,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
LODHA,,Mar 2023,53.87,,,85.0,,64.25,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
LODHA,,Mar 2024,58.9,,,85.0,,67.6,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
LT,,Mar 2013,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
LT,,Mar 2014,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
LT,,Mar 2015,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
LT,,Mar 2016,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
LT,,Mar 2017,100.0,,,90.0,,96.67,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
LT,,Mar 2018,100.0,,,90.0,,96.67,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
LT,,Mar 2019,100.0,,,90.0,,96.67,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
LT,,Mar 2020,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
LT,,Mar 2021,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
LT,,Mar 2022,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
LT,,Mar 2023,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
LT,,Mar 2024,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
LTIM,,Mar 2013,91.97,,,85.0,,89.65,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
LTIM,,Mar 2014,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
LTIM,,Mar 2015,87.96,,,85.0,,86.97,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
LTIM,,Mar 2016,89.34,,,85.0,,87.89,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
LTIM,,Mar 2017,80.88,,,90.0,,83.92,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
LTIM,,Mar 2018,78.81,,,90.0,,82.54,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
LTIM,,Mar 2019,80.98,,,90.0,,83.99,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
LTIM,,Mar 2020,78.13,,,85.0,,80.42,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
LTIM,,Mar 2021,76.53,,,85.0,,79.35,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
LTIM,,Mar 2022,77.65,,,85.0,,80.1,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
LTIM,,Mar 2023,76.58,,,85.0,,79.39,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
LTIM,,Mar 2024,72.9,,,85.0,,76.93,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
MARUTI,,Mar 2013,62.98,,,85.0,,70.32,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
MARUTI,,Mar 2014,63.28,,,85.0,,70.52,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
MARUTI,,Mar 2015,65.66,,,85.0,,72.11,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
MARUTI,,Mar 2016,67.95,,,85.0,,73.63,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
MARUTI,,Mar 2017,70.26,,,85.0,,75.17,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
MARUTI,,Mar 2018,68.52,,,85.0,,74.01,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
MARUTI,,Mar 2019,66.25,,,85.0,,72.5,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
MARUTI,,Mar 2020,61.49,,,85.0,,69.33,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
MARUTI,,Mar 2021,58.36,,,85.0,,67.24,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
MARUTI,,Mar 2022,57.01,,,85.0,,66.34,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
MARUTI,,Mar 2023,61.08,,,85.0,,69.05,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
MARUTI,,Mar 2024,65.75,,,85.0,,72.17,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
MM,,Mar 2013,70.69,,,70.0,,70.46,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
MM,,Mar 2014,72.11,,,70.0,,71.41,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
MM,,Mar 2015,63.08,,,70.0,,65.39,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
MM,,Mar 2016,63.42,,,70.0,,65.61,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
MM,,Mar 2017,63.6,,,70.0,,65.73,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
MM,,Mar 2018,71.64,,,70.0,,71.09,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
MM,,Mar 2019,65.05,,,70.0,,66.7,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
MM,,Mar 2020,49.2,,,60.0,,52.8,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
MM,,Mar 2021,53.64,,,70.0,,59.09,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
MM,,Mar 2022,65.39,,,70.0,,66.93,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
MM,,Mar 2023,70.18,,,70.0,,70.12,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
MM,,Mar 2024,68.54,,,70.0,,69.03,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
MOTHERSON,,Mar 2013,69.75,,,60.0,,66.5,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
MOTHERSON,,Mar 2014,87.07,,,70.0,,81.38,Strong,Strong profitability with excellent margins and returns on capital; Manageable debt levels with adequate interest coverage
MOTHERSON,,Mar 2015,88.87,,,70.0,,82.58,Strong,Strong profitability with excellent margins and returns on capital; Manageable debt levels with adequate interest coverage
